-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 0 0
-2.775 8.62069e-06 8.40241e-06
-2.725 2.58621e-05 1.83886e-05
-2.675 6.89655e-05 2.83305e-05
-2.625 0.000198276 8.38248e-05
-2.575 0.00025 6.39037e-05
-2.525 0.000448276 8.0316e-05
-2.475 0.000836207 0.000135361
-2.425 0.00166379 0.000249338
-2.375 0.00243103 0.00026145
-2.325 0.00349138 0.00034951
-2.275 0.00528448 0.000372245
-2.225 0.00769828 0.000474259
-2.175 0.0118103 0.000617509
-2.125 0.0168966 0.000641995
-2.075 0.0231379 0.000697221
-2.025 0.0316466 0.000839664
-1.975 0.042569 0.00102488
-1.925 0.0563793 0.00142071
-1.875 0.0712328 0.00164799
-1.825 0.0888276 0.00165358
-1.775 0.107629 0.0022787
-1.725 0.129621 0.00222616
-1.675 0.152983 0.00242452
-1.625 0.177491 0.00218542
-1.575 0.204664 0.00242814
-1.525 0.224603 0.00305513
-1.475 0.24975 0.00300298
-1.425 0.27356 0.00263878
-1.375 0.287259 0.00281481
-1.325 0.302698 0.00359615
-1.275 0.318647 0.00333475
-1.225 0.326026 0.00315775
-1.175 0.337147 0.00384762
-1.125 0.340457 0.00375406
-1.075 0.344328 0.00352735
-1.025 0.342931 0.00358181
-0.975 0.340155 0.00457913
-0.925 0.335776 0.00401747
-0.875 0.326517 0.00374191
-0.825 0.32194 0.00422155
-0.775 0.31581 0.00362289
-0.725 0.306776 0.0031307
-0.675 0.29856 0.00323868
-0.625 0.291224 0.00337874
-0.575 0.283017 0.00412792
-0.525 0.274388 0.00363058
-0.475 0.268 0.00390386
-0.425 0.258267 0.00349342
-0.375 0.251948 0.00297925
-0.325 0.249009 0.00265632
-0.275 0.243138 0.00312187
-0.225 0.242853 0.00275302
-0.175 0.23419 0.0024953
-0.125 0.234138 0.00269705
-0.075 0.233509 0.00179307
-0.025 0.230526 0.00227483
0.025 0.232966 0.0026096
0.075 0.231716 0.00264293
0.125 0.233259 0.00193749
0.175 0.234672 0.0023007
0.225 0.238491 0.00265063
0.275 0.241414 0.00267765
0.325 0.249595 0.00256651
0.375 0.252241 0.0027222
0.425 0.259388 0.00236227
0.475 0.26356 0.0031381
0.525 0.274845 0.00313689
0.575 0.280948 0.00231685
0.625 0.290707 0.00291657
0.675 0.297983 0.00253369
0.725 0.309172 0.00322913
0.775 0.316802 0.0021166
0.825 0.32381 0.00343841
0.875 0.328379 0.00274548
0.925 0.335578 0.00377323
0.975 0.342362 0.00357034
1.025 0.341017 0.00363337
1.075 0.340647 0.00387237
1.125 0.338362 0.00330004
1.175 0.333983 0.00394603
1.225 0.324897 0.00348712
1.275 0.31306 0.0038809
1.325 0.299819 0.00390079
1.375 0.280293 0.00392093
1.425 0.265586 0.00350315
1.475 0.245802 0.00305458
1.525 0.223655 0.00284429
1.575 0.198509 0.0021879
1.625 0.173284 0.00202667
1.675 0.149793 0.00204663
1.725 0.1285 0.00201503
1.775 0.10869 0.00226586
1.825 0.0878707 0.00206225
1.875 0.0717672 0.00201768
1.925 0.057431 0.00228762
1.975 0.0433017 0.00197017
2.025 0.0319655 0.00170848
2.075 0.0254914 0.00159924
2.125 0.0173276 0.00103717
2.175 0.0127328 0.000895413
2.225 0.00857759 0.000759196
2.275 0.00552586 0.00049888
2.325 0.004 0.000402799
2.375 0.002 0.000217884
2.425 0.00147414 0.000231791
2.475 0.00100862 0.000161865
2.525 0.000491379 0.000111254
2.575 0.000344828 9.6767e-05
2.625 0.000198276 6.00671e-05
2.675 0.000137931 5.11462e-05
2.725 6.03448e-05 3.71291e-05
2.775 3.44828e-05 1.54212e-05
2.825 1.72414e-05 1.15659e-05
2.875 8.62069e-06 8.40241e-06
2.925 8.62069e-06 8.40241e-06
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
