2.19188	-4.6779 	-0.259905 	-9.43831
-1.342	0.701296 	-0.767818 	1.68666
-1.40147	1.75641 	-12.0753 	-1.31261
3.50134	-35.937 	-0.605166 	0.36439
0.74428	-1.08526 	0.814272 	3.49446
-0.860387	-1.13947 	0.169999 	3.85523
24.0195	-2.11868 	-2.03926 	0.589287
-1.5289	0.220247 	0.689099 	0.413248
-0.57391	1.66538 	-8.45767 	-0.0851205
101.276	-0.624753 	-2.97579 	-0.309112
-3.28897	-0.141933 	1.18577 	-0.411377
-0.360954	7.99642 	3.82873 	-1.95359
0.134259	19.6892 	-0.531845 	-83.4738
-0.848365	-0.130906 	3.19433 	2.61433
-0.953146	-5.11876 	0.259585 	0.0823531
0.379782	1.00955 	0.250245 	-0.622382
1.31791	1.32215 	0.341058 	11.9884
-0.086842	0.577895 	-0.865812 	2.23665
-1.15871	1.02701 	-0.601289 	-0.442926
-0.56605	0.806815 	0.998273 	0.281919
-0.0905772	-0.42482 	0.486249 	-4.74525
4.81689	2.34245 	0.683919 	-1.22646
-2.93207	-1.16393 	-0.620981 	-0.114458
4081.05	-0.0674012 	-0.0623388 	-0.992899
-7.97188	24.0257 	-3.60356 	-1.29135
5.14021	1.26485 	-0.242509 	3.53498
-2.33399	1.02008 	-1.25304 	1.09732
-0.910743	-1.25958 	-1.70996 	-3.21721
-0.476057	-1.08641 	2.58317 	-0.636335
-20.357	-0.905193 	-0.115603 	-0.341639
-0.0546889	0.294211 	-1.17087 	1.69673
-0.662648	-0.505484 	0.347365 	1.75299
13.203	-0.594772 	-0.343414 	-5.42963
1.76435	11.1629 	2.14377 	-10.4507
5.73619	0.246559 	7.9701 	3.02296
0.224692	-0.7781 	1.6037 	-2.06216
1.17861	5.41056 	-3.14142 	-0.743716
0.366516	0.123596 	-0.892206 	-0.137614
0.508308	-4.35523 	0.282929 	-0.3169
17.0735	7.17243 	0.356326 	1.79965
0.698458	0.0413251 	-1.14381 	2.56914
8.12915	-0.832896 	9.38467 	-0.199702
0.437385	0.355205 	14.9908 	-2.00298
6.93634	10.2688 	-1.07789 	0.341273
-0.966796	0.0237724 	0.478271 	1.40673
-2.56828	-1.78839 	0.592945 	-0.394261
1.16635	-0.893871 	1.55476 	1.575
0.408815	0.907677 	2.22837 	-22.4156
-5.79615	0.599317 	-2.91001 	-0.0405067
1.29562	1.00483 	5.81395 	-4.52603
-1.16058	2.19438 	3.67108 	0.785415
3.00228	0.997275 	8.42913 	-3.47765
0.807629	-0.545003 	1.09184 	1.88596
0.157234	0.212365 	1.00439 	0.266042
-1.4106	-2.98629 	23.5318 	-1.3005
1.03848	0.0641074 	-0.658332 	-1.36817
1.31051	0.64674 	-0.137664 	0.575891
2.25281	-8.16154 	0.237958 	-0.458231
0.465584	-0.673568 	4.40628 	1.80189
-0.0928848	0.465469 	0.804078 	-0.622426
-3278.94	0.348567 	0.463252 	0.401205
-0.258224	-0.943516 	2.51998 	-0.816181
1.55369	-0.349891 	-2.56258 	0.302024
-0.650824	-3.2133 	-0.312573 	-0.32986
