0.609443	0.636836 	1.26185 	0.997358
0.062439	1.55997 	1.45977 	0.878873
0.553867	1.57988 	1.25515 	0.988954
1.66386	1.35455 	0.830127 	1.11929
1.25861	0.76943 	1.98015 	0.990021
0.0638533	3.76457 	0.839046 	0.8091
0.28814	0.314809 	0.851738 	1.10058
1.42555	2.68602 	0.770432 	1.14125
0.553937	2.37045 	1.40975 	1.22778
0.429857	0.848603 	1.69399 	0.865029
1.59118	1.07121 	0.855513 	0.979107
0.29169	0.80551 	0.899896 	0.936155
1.55154	0.748313 	0.926401 	0.917157
1.13189	1.3225 	0.93118 	1.01082
1.62166	0.582541 	1.01552 	0.937043
2.57741	1.17211 	0.825138 	0.875533
0.544497	0.672593 	1.31767 	0.878264
0.384538	0.301784 	1.34739 	0.949124
0.217758	1.11111 	0.962751 	0.997709
1.03815	0.334323 	1.34387 	1.02182
1.50605	1.27857 	0.665227 	0.957388
0.428072	0.391762 	0.867158 	0.88483
1.6989	1.13908 	1.48702 	1.00714
0.658018	0.268563 	0.818264 	0.866825
0.220328	1.25651 	1.28893 	1.01806
0.837856	0.61519 	0.658646 	0.833061
0.507549	1.87088 	1.1246 	1.0619
0.410925	0.951721 	1.20888 	0.974302
0.75432	1.41125 	0.838857 	1.0847
0.160922	3.2618 	1.10999 	0.899451
0.783581	0.342376 	0.816337 	0.958953
0.0228187	1.2778 	0.655506 	0.913615
0.582386	0.506511 	1.32947 	1.00715
1.27713	0.541837 	0.939728 	1.1457
2.14934	1.75806 	1.2286 	0.93002
0.242179	0.139744 	0.724766 	1.05445
0.302373	0.524461 	0.702017 	0.943391
3.91509	1.22836 	0.372291 	0.818413
3.07123	1.55759 	1.21456 	0.935327
1.95608	1.26352 	1.03021 	1.09112
0.0129092	1.86223 	1.04733 	1.0377
0.889643	0.539528 	0.890864 	1.20703
1.568	1.93234 	0.827165 	0.977407
0.262108	1.40987 	1.18452 	0.89743
0.370896	2.03313 	0.483409 	1.10562
0.124832	0.996303 	1.24548 	1.04883
1.16865	0.311084 	0.619542 	1.13889
1.66934	0.780255 	1.61855 	0.954336
0.00519073	2.45147 	1.97976 	0.901761
0.942799	1.0024 	1.39952 	0.900339
0.410526	1.11498 	0.803782 	0.968634
3.77656	0.321495 	0.80765 	0.941763
0.118101	1.02373 	1.07777 	1.04867
0.00614375	0.120598 	0.77359 	0.994943
0.0413393	1.16996 	0.684492 	0.966906
0.68109	3.18509 	0.92815 	0.945292
0.274024	0.702937 	0.813092 	0.963681
0.705233	0.809722 	0.916354 	0.84935
0.615997	0.473094 	1.22738 	1.0471
